"text";"screenName";"created"
"AOB? Sem novidades.... https://t.co/JfN5PaWKQs";"CarlosBolsonaro";2019-02-10 21:22:08
"Bicho, você custa a crer? Lendo isso aí eu já gargalho logo! <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> https://t.co/WFpZ5OHwuR";"CarlosBolsonaro";2019-02-10 20:54:56
"Sites goeludos e urubus malandros que acham que falar grosso tentando se apoiar falsamente no presidente para se pr… https://t.co/WwzqcA1GH1";"CarlosBolsonaro";2019-02-10 16:24:34
"Enquanto governadores, deputados federais e judiciário não entenderem que é necessário a mudança na legislação, o a… https://t.co/tPiF3rkiiI";"CarlosBolsonaro";2019-02-10 10:49:21
"Os ATIVISTAS têm a certeza que o brasileiro é idiota como eles! E tudo com dinheiro público. Nada disso é por acaso… https://t.co/spYcxiHzan";"CarlosBolsonaro";2019-02-09 23:50:16
"Meu pai passa muito bem e sempre com seu voluntarismo inigualável. Sua recuperação e ao mesmo tempo o contato com f… https://t.co/L5axfavubz";"CarlosBolsonaro";2019-02-09 23:30:38
"Tive a oportunidade de bater um breve papo e escutar alguns planos do Ministro do Meio Ambiente, @rsallesmma , em r… https://t.co/U23R62qfc9";"CarlosBolsonaro";2019-02-09 21:58:03
"O dinheiro que deveria ser aplicado em soluções de problemas nas cidades e estados mas foi desviado por décadas. Ai… https://t.co/QoqpfiXGQ3";"CarlosBolsonaro";2019-02-09 19:57:29
"Não só o UOL, mas os outros portais da grobo também! https://t.co/Pncu3XOsRZ";"CarlosBolsonaro";2019-02-09 18:51:40
"Depois que uma emissora de tv e seus portais torceram em vão e  descaradamente para morte do Presidente, desinforma… https://t.co/QP6LEawuUd";"CarlosBolsonaro";2019-02-09 14:34:18
"As destruições causadas, bastante visíveis no RJ e SP, por grupos mascarados ligados a partidos políticos quando oc… https://t.co/lg52V7VKCo";"CarlosBolsonaro";2019-02-09 09:04:20
"Meu Deus! Isso é uma *dissertação de mestrado! Este senhor recebeu dos cofres públicos, nos últimos 2 anos, uma bol… https://t.co/7A2sjtzisv";"CarlosBolsonaro";2019-02-09 00:01:40
"É comum nos deixarmos dominar pela minoria dos comentários e energia dos bandidos que torcem para o fracasso do Bra… https://t.co/qxJC2klIB0";"CarlosBolsonaro";2019-02-08 21:07:35
"Estou acompanhando a recuperação do meu pai no hospital e soubemos do incêndio ocorrido no CT do Flamengo. Que Deus… https://t.co/jhRzf4102Y";"CarlosBolsonaro";2019-02-08 13:06:18
"Não adianta insistirem em colocar irmãos contra irmãos O tempo todo, pais contra filhos e filhos contra generais. N… https://t.co/MBCeprKuLh";"CarlosBolsonaro";2019-02-08 12:22:36
"Por que será que todos os perfis com os padrões que conhecemos ficam desesperados comigo? <U+0001F602><U+0001F602><U+0001F602>! Tenho certeza que es… https://t.co/QUe15SRVwD";"CarlosBolsonaro";2019-02-08 01:42:52
"Os vagabundos da internet que torcem descaradamente para piora de saúde do Presidente e infelizmente, não são mostr… https://t.co/edOmRASqHK";"CarlosBolsonaro";2019-02-07 20:27:06
"Ciro vai jogando e tentando na maior cara de pau se afastar do irmão lula, “esquecendo” propositalmente de tudo que… https://t.co/7IcvxGFX9h";"CarlosBolsonaro";2019-02-07 18:39:35
"https://t.co/MzkTHjruVL";"CarlosBolsonaro";2019-02-07 18:28:24
"Nosso gabinete tem recebido ligações para que contactemos a Prefeitura sobre solucões de problemas relacionados à f… https://t.co/XlJNn3wHDK";"CarlosBolsonaro";2019-02-07 15:04:53
"Alguém viu no JN algo sobre os 5 meses da tentativa de assissinato de Bolsonaro por ex-integrante do PSOL? Como o P… https://t.co/ubuTLF5kVL";"CarlosBolsonaro";2019-02-07 12:22:09
"Bandidos torcem para sua morte, acusando os outros do que eles são! As orações são mais fortes, e este homem não es… https://t.co/IkgmRabOSs";"CarlosBolsonaro";2019-02-06 17:54:44
"Alegar que @OdeCarvalho não é o principal inspirador de toda a transformação cultural que atravessamos é puramente… https://t.co/M2bmtCiU5t";"CarlosBolsonaro";2019-02-06 15:49:49
"Exatamente hoje completam-se 5 meses da facada que Bolsonaro sofreu por ex-integrante do PSOL. Aguardamos ansiosame… https://t.co/pehTNgFNdE";"CarlosBolsonaro";2019-02-06 15:42:54
"Ex-integrante do PSOL, o fiel escudeiro do partido mais corrupto da história do Brasil tentou assassinar Bolsonaro,… https://t.co/7sEQ4JlGrr";"CarlosBolsonaro";2019-02-06 15:07:45
"Estas ameaças de bandidos serão amplamente divulgadas pela mídia ou precisa ser prostituta do PT? https://t.co/KN4DcMNfqN";"CarlosBolsonaro";2019-02-06 11:19:06
"Vejo os ventos da mudança através de fatos: - Links relacionados às imagens:
. https://t.co/wGxT66RVFs
.… https://t.co/1VMS2tzCTQ";"CarlosBolsonaro";2019-02-06 08:08:45
"06/02/2019, a imprensa ligada à grobo acordou com uma fome desesperadora de distorcer informações e mentir descarad… https://t.co/tT3Z4tXwKd";"CarlosBolsonaro";2019-02-06 08:02:38
"A divulgação proposital entre ditos “meios de comunicação” e grupelhos sobre a reforma da previdência não reflete a… https://t.co/Fb6RqruQlu";"CarlosBolsonaro";2019-02-05 23:16:19
"Quando PT e PSOL esperneiam é um forte indicativo que as coisas têm boa direção!";"CarlosBolsonaro";2019-02-05 16:44:31
"Não vi nenhum engajamento político e midiático como fizeram PT, PSOL, PCdoB, outros partidos, grobo, ativistas soci… https://t.co/mJCkSdBYUV";"CarlosBolsonaro";2019-02-05 12:10:52
"1) Não moro com meu primo. A mídia lixo mente! 2) A internet pode zoar, graças a Deus não estamos num governo de es… https://t.co/nSWhptmxQ0";"CarlosBolsonaro";2019-02-01 19:43:57
"Sempre a mídia tentando manipular e desinformar: https://t.co/YNC2jDR1AO";"CarlosBolsonaro";2019-01-31 23:49:26
"Não desprestigio a imprensa brasileira, parte dela que é responsável pelo próprio desprestigio que vem recebendo da… https://t.co/rIew3xuk8O";"CarlosBolsonaro";2019-01-31 20:29:17
"Recuperação do meu pai, @jairbolsonaro : https://t.co/DKQCnBI0EQ";"CarlosBolsonaro";2019-01-31 19:30:39
"Acrescente a palavra “piçóu”! https://t.co/PA5dT3y67F";"CarlosBolsonaro";2019-01-31 17:47:52
"Já já, vira notícia que me tornei “cartomante” ou algo do tipo. Meu Deus! <U+0001F602> https://t.co/0Wt7InuwJz";"CarlosBolsonaro";2019-01-31 09:19:20
"(x) ex-agente da KGB? Jura? https://t.co/wRKChaLepN";"CarlosBolsonaro";2019-01-31 00:49:18
"Depois da terceira cirurgia após tentativa de assassinato que sofreu de ex-integrante do PSOL, braço do PT, o porta… https://t.co/Cee8wvfscQ";"CarlosBolsonaro";2019-01-30 19:58:21
"Alguém conhece esse tal de @cafecomkremlin que anda curtindo tweets em prol de lulla? <U+0001F440> https://t.co/Bwv4RN7AMa";"CarlosBolsonaro";2019-01-30 19:15:04
"Junto com o sistema que se formou há décadas, estas pessoas têm a certeza de que no futuro contarão a mesma históri… https://t.co/mDM9Y7gIdx";"CarlosBolsonaro";2019-01-30 18:49:48
"Como a notícia do “jornalismo” chega lá fora... compreenda o enredo! https://t.co/kURAwJZCH7";"CarlosBolsonaro";2019-01-30 14:45:31
"Grande parte da imprensa continua o jogo sujo. Mente, manipula e cria discórdias que não existe. Isso não os fará t… https://t.co/ltNIDsuh4U";"CarlosBolsonaro";2019-01-30 10:36:24
"Em 2004 e 2005: https://t.co/P6cWvfhd31";"CarlosBolsonaro";2019-01-30 09:58:10
"<U+0001F64F><U+0001F3FB> https://t.co/AtTjQIAv1p";"CarlosBolsonaro";2019-01-29 18:21:26
"A estratégia da maior parte da imprensa brasileira é clara: com mentiras, tenta prejudicar seu próprio país no exte… https://t.co/tPtTmvc5wo";"CarlosBolsonaro";2019-01-29 17:00:10
"Problematizaram uma maleta! Meu Deus!!!!";"CarlosBolsonaro";2019-01-29 14:12:36
"""Internet cai na Venezuela em véspera de novo protesto contra Maduro""

A extrema democracia apoiada pelo PT, PSOL e… https://t.co/l7Kz4LchxL";"CarlosBolsonaro";2019-01-29 13:49:53
"Ai pode! Nenhum portal que se diz grande e quer tapete vermelho vai fazer matéria sobre as ameaças constantes feita… https://t.co/e9JrRcDx4E";"CarlosBolsonaro";2019-01-28 23:49:55
"Finalmente a foice sendo honesta! Obrigado! Isto é jornalismo de verdade! <U+0001F602> https://t.co/0Sd2BeaFqA";"CarlosBolsonaro";2019-01-28 23:28:12
"Pronunciamento do Porta-voz da Presidência da República , o General Rêgo Barros,  sobre a cirurgia de Jair M. Bolso… https://t.co/WdwZIpZ1Ni";"CarlosBolsonaro";2019-01-28 19:49:54
"São apenas os 27 primeiros dias. Vamos nessa, Pai! <U+0001F499><U+0001F44D><U+0001F3FB><U+0001F449><U+0001F3FB><U+0001F449><U+0001F3FB> https://t.co/NQ9Hy5ZB2h";"CarlosBolsonaro";2019-01-27 23:41:22
"Obrigado pela força, senhor Jasiel! https://t.co/bsBLOUR342";"CarlosBolsonaro";2019-01-27 22:26:48
"Infelizmente, o padrão da maioria do jornalismo brasileiro. Jornalista ataca o Presidente que não lhe agrada, crian… https://t.co/c5JFap6cS4";"CarlosBolsonaro";2019-01-27 21:42:29
"Será que sai no JN? https://t.co/RCTzHvUpQG";"CarlosBolsonaro";2019-01-27 21:20:22
"CONFERE? Bolsonaro: diária do hotel em Davos, de Bolsonaro: $300 e Comitiva de 13 pessoas - Dilma: diária da suíte… https://t.co/h8PhyeablD";"CarlosBolsonaro";2019-01-27 17:26:20
"Conheço o vereador David Miranda (PSOL) e sempre tive um convívio pacífico na Câmara do Rio, mesmo sendo contrário… https://t.co/jgZFbkPks5";"CarlosBolsonaro";2019-01-27 16:18:06
"Imprensa desinformando..... https://t.co/WaaU0xko5v";"CarlosBolsonaro";2019-01-27 07:54:32
"Se me permitem, aconselho rápida leitura do texto de Leticia Dornelles que encontrei na internet: https://t.co/Iszgj06ONz";"CarlosBolsonaro";2019-01-26 19:48:10
"É bacana demais ver duas nações irmãs, preocupadas e se ajudando! https://t.co/Mbq95iR7I1";"CarlosBolsonaro";2019-01-26 17:14:23
"Bem, assim como está decretado por grande parte da mídia o uso da expressão “Grande Dia”, fica proibido agora o uso… https://t.co/6ioKvZ5C5P";"CarlosBolsonaro";2019-01-26 14:12:44
"Diante de um momento como estes os desonestos não desistem de tentar prejudicar o Presidente, desinformando sobre p… https://t.co/tcP2LTqucd";"CarlosBolsonaro";2019-01-26 12:32:09
"Mais ações do Governo Federal sobre o desastre em Brumadinho - MG: https://t.co/ICPSZLJOwB";"CarlosBolsonaro";2019-01-26 10:54:51
"Meu Deus! https://t.co/9f4aGbzgjU";"CarlosBolsonaro";2019-01-25 23:37:47
"<U+270A><U+0001F3FB> https://t.co/5JOwSKQUVz";"CarlosBolsonaro";2019-01-25 23:35:00
"Caso Jean Willians: Talvez isso você não veja na Grobo e em seus ligados portais. Interessante reflexão de como fun… https://t.co/toCjxC2a2u";"CarlosBolsonaro";2019-01-25 22:05:34
"Que Deus esteja com as vítimas desta tragédia! https://t.co/cfbrXoHaC7";"CarlosBolsonaro";2019-01-25 21:39:57
"Como sempre digo: não sei quem é o dono do perfil @odiodobem2 ,mas lá você encontra há tempos, ameaças infelizmente… https://t.co/sihXH9W3u2";"CarlosBolsonaro";2019-01-25 21:28:20
"Barragem Brumadinho - MG: https://t.co/GeM8LlCSqf";"CarlosBolsonaro";2019-01-25 17:38:15
"Diante da situação vexatória do PT, é claro que a maior parte da imprensa concentrará seus esforços no crescimento… https://t.co/iI1PzOUmjv";"CarlosBolsonaro";2019-01-25 17:08:33
"Eu? https://t.co/bLI1540XaF";"CarlosBolsonaro";2019-01-25 14:00:27
"Presidente Bolsonaro fez uma ótima viagem e reapresentou o Brasil ganhando confiabilidade internacional. A bolsa ba… https://t.co/C9L7q1PX1g";"CarlosBolsonaro";2019-01-25 13:00:14
"Grande parte da mídia e a esquerda estão desesperados! O primeiro por ignorar a isenção jornalística e sabemos o mo… https://t.co/bWquVJ6C9F";"CarlosBolsonaro";2019-01-25 12:21:51
"Esfaqueador de Bolsonaro esteve na Câmara dos Deputados, anexo 4, no dia 6 de agosto de 2013 e qualquer um sabe que… https://t.co/CHzhmQTjgL";"CarlosBolsonaro";2019-01-25 08:50:10
"“Grande” jornalismo de quinta: https://t.co/GjPoEtFHQx";"CarlosBolsonaro";2019-01-24 21:27:50
"Grande descoberta! https://t.co/DyJ1C8XZ1v";"CarlosBolsonaro";2019-01-24 21:19:39
"Grande revelação. https://t.co/quVShaP6mH";"CarlosBolsonaro";2019-01-24 21:11:28
"Economia sendo feita desde o primeiro momento: a divulgação da logo marca do governo economizando mais de R$1.4milh… https://t.co/PsgfPztY3D";"CarlosBolsonaro";2019-01-21 09:18:32
"Os retardados estão usando isso para me atacar! <U+0001F602><U+0001F602><U+0001F602> https://t.co/IRCI5fxmxI";"CarlosBolsonaro";2019-01-21 08:45:38
"Quando falo do “isentão”, são os que mentem para você diariamente em benefício próprio para obter alguma vantagem!… https://t.co/0fDFsMLrol";"CarlosBolsonaro";2019-01-21 01:04:21
"Sabemos que cada dia estão mais preparados e todos estamos aprendendo! Vão e voltem com Deus! @jairbolsonaro e… https://t.co/8KY6P1QCy2";"CarlosBolsonaro";2019-01-21 00:12:11
"Será? <U+0001F602><U+0001F602><U+0001F602> https://t.co/bf5Dl8rxlp";"CarlosBolsonaro";2019-01-20 22:13:20
"O “italiano” denunciando os bilhões, mas para alguns isso não importa! https://t.co/aOaNdxOQPQ";"CarlosBolsonaro";2019-01-20 22:05:14
"#omarmitatemrazão <U+0001F602><U+0001F602><U+0001F602> https://t.co/LBzmvuS8ry";"CarlosBolsonaro";2019-01-20 21:59:59
"Entende o desespero? E olha que o General só está falando da SECOM! https://t.co/NevOiY6LXw";"CarlosBolsonaro";2019-01-20 19:15:28
"Centrais sindicais.... Meu Deus! Boa!!! https://t.co/pEpz9cmZPd";"CarlosBolsonaro";2019-01-20 11:40:26
"Segue a saga do “isentão”: Ter a certeza que tudo vai mudar de lado, ignorando as grandes lições ideológicas, crend… https://t.co/y7VgnEJItw";"CarlosBolsonaro";2019-01-20 01:33:02
"Bolsonaro sobreviveu a tentativa de assassinato por ex-integrante do PSOL, o irmão siamês do PT. Após Davos, se Deu… https://t.co/wmBvPV96qS";"CarlosBolsonaro";2019-01-19 18:43:27
"<U+0001F449><U+0001F3FB><U+0001F449><U+0001F3FB><U+261D><U+0001F3FB> https://t.co/UaxmdgDhf8";"CarlosBolsonaro";2019-01-18 18:47:05
"Sabemos exatamente as intenções e os laços de alguns com muitos da imprensa! Eles querem destruir por dentro e repi… https://t.co/2B598chQRT";"CarlosBolsonaro";2019-01-18 13:05:52
"Estou proibido de ver meu pai! <U+0001F602><U+0001F602><U+0001F602>! Meu Deus!!! https://t.co/AOXt11d5pw";"CarlosBolsonaro";2019-01-18 12:55:01
"O crescimento do movimento prol Cristina kirchner nas eleições presidenciais na Argentina este ano, a ditadura de M… https://t.co/3wlafvHyaR";"CarlosBolsonaro";2019-01-18 09:27:16
"Fuerza Colombia!!! @IvanDuque https://t.co/iq4FePwN2d";"CarlosBolsonaro";2019-01-17 23:18:21
"E continua o jogo da desinformação em todas as esferas: https://t.co/waFADDm9uT";"CarlosBolsonaro";2019-01-17 16:48:33
"A covardia que grande parte da imprensa vem fazendo com @OdeCarvalho , seus seguidores e alunos é o sinal que estão… https://t.co/c681Clj911";"CarlosBolsonaro";2019-01-17 16:27:58
"Estive esta semana em Brasília acompanhando o trabalho inicial dos ministros. Deixo aqui meu apoio e respeito aos s… https://t.co/RqMmPabgxS";"CarlosBolsonaro";2019-01-17 11:41:38
"O perfil @lsentoes  traz muitas informações de gastos do dinheiro público para você e isso está irritando muitos “j… https://t.co/5wkjkek0ki";"CarlosBolsonaro";2019-01-16 22:30:20
"Bem por ai! https://t.co/aBt0Qa5OkV";"CarlosBolsonaro";2019-01-16 22:27:48
"É nítido: os “isentões” que torcem contra Bolsonaro surfam em suas propostas e ao mesmo tempo tentam desgastá-lo. É… https://t.co/023yMNgosD";"CarlosBolsonaro";2019-01-16 11:54:49
"Armas: https://t.co/sG6bgtwyXT";"CarlosBolsonaro";2019-01-16 00:12:22
"O mundo não gira em torno do próprio umbigo, nem dos coleguinhas “intelectuais” que usam calcinha rosa e brincam de… https://t.co/sXxR8By1Fe";"CarlosBolsonaro";2019-01-05 01:19:48
"Pela primeira vez no Brasil, o vídeo de uma logomarca de um governo federal é lançada inicialmente na internet. A e… https://t.co/MgYeaA4luN";"CarlosBolsonaro";2019-01-04 22:32:07
"À Tammy, independente de sua opção sexual, pouco importa. Desejo sucesso em seu mandato de vereadora na cidade de S… https://t.co/YKkNmgJJip";"CarlosBolsonaro";2019-01-04 14:47:40
"Acompanho, aprendo e diferente do que muitos lixos da mídia dizem, sem interesse maior algum. Somente com intuito n… https://t.co/3oOduKIVZI";"CarlosBolsonaro";2019-01-04 13:30:10
"<U+0001F91D> https://t.co/8AWLBhO7oa";"CarlosBolsonaro";2019-01-04 12:21:53
"Não importa economizar dinheiro público, o que importa é lacrar e comer comida com receita do catraca livre! https://t.co/zvKQ97kZlB";"CarlosBolsonaro";2019-01-04 01:11:27
"https://t.co/j8dlkcNqxo";"CarlosBolsonaro";2019-01-04 01:05:18
"??? https://t.co/yBI0cRDfJE";"CarlosBolsonaro";2019-01-04 01:01:05
"Aloooo imprensa marrom, não preciso de olhos para ficar próximo de meu pai! Falo com ele todo dia e sempre que poss… https://t.co/kOcg7kdhey";"CarlosBolsonaro";2019-01-03 22:46:09
"Bolsa bate recorde e dólar cai pelo segundo dia consecutivo nos dois primeiros dias de Governo Bolsonaro.";"CarlosBolsonaro";2019-01-03 22:40:48
"Bolsa fecha no maior patamar da história e dólar tem o menor valor desde novembro. Muito mais coisas boas acontecerão em todos os setores!";"CarlosBolsonaro";2019-01-02 21:02:51
"Dizem especialistas, afirma leitor, relatam assessores próximos... é uma piada de mau gosto atrás da outra!";"CarlosBolsonaro";2019-01-02 19:52:04
"<U+0001F337> https://t.co/cQtdlpezDJ";"CarlosBolsonaro";2019-01-01 22:38:57
"Um mercador da morte não mata por ódio.  Mata por dinheiro, a mando. Por isso queremos saber quem mandou matar Mari… https://t.co/cdxHLybNYe";"MarceloFreixo";2019-03-15 19:54:53
"O André Furtado matou a charada! Quando Paulo Guedes disse que é preciso capitalizar as aposentadorias ""pensando na… https://t.co/bt9gDoY6Pg";"MarceloFreixo";2019-03-15 17:57:09
"Guedes disse hj que é preciso estabelecer o regime de capitalização das aposentadorias ""pensando nas gerações futur… https://t.co/dDJ7jF64KG";"MarceloFreixo";2019-03-15 17:49:52
"O autor do massacre na Nova Zelândia é um supremacista branco que elegeu como inimigos muçulmanos, imigrantes e a d… https://t.co/F9kh1ZDO9d";"MarceloFreixo";2019-03-15 15:05:04
"O ataque na Nova Zelândia é uma expressão hedionda do crescimento do fanatismo e da cultura do ódio no mundo, do de… https://t.co/rJHXqzinxO";"MarceloFreixo";2019-03-15 14:57:06
"Pra quem não conseguiu assistir minha entrevista onten no Diálogos com Mario Sergio Conti, na @GloboNews. Falamos d… https://t.co/xg7UaJkF5u";"MarceloFreixo";2019-03-15 14:51:24
"AO VIVO agora no programa Diálogos com Sergio Mario Conti https://t.co/28OOIFbz9R";"MarceloFreixo";2019-03-15 02:17:55
"Daqui a pouquinho estarei na @GloboNews no programa Diálogos com Mario Sergio Conti. É ao vivo e começa às 23h.";"MarceloFreixo";2019-03-15 01:51:24
"Um mar de gente na Cinelândia. Festival Justiça para Marielle e Anderson. <U+0001F4F8> May Donaria https://t.co/BnxQlEhaEY";"MarceloFreixo";2019-03-14 23:38:38
"Estarei hoje no programado Diálogos com Mario Sergio Conti. 23h na @GloboNews. https://t.co/HsbaVOEI38";"MarceloFreixo";2019-03-14 22:31:24
"Essa é a Praça Dom Pedro, em Petrópolis, local onde a placa em homenagem à Marielle foi quebrada por deputados do P… https://t.co/Rc1tuq9LcX";"MarceloFreixo";2019-03-14 22:25:25
"Tribuna Marielle Franco, na Câmara Municipal do Rio de Janeiro, está florida hoje. <U+0001F4F7>Clarice Green https://t.co/30URv9DAxC";"MarceloFreixo";2019-03-14 20:11:57
"Aula magna “Eu sou porque nós somos” na Cinelândia. <U+0001F4F8> Luna Costa https://t.co/m65qn7UYOH";"MarceloFreixo";2019-03-14 19:52:09
"No outro lado do mundo, no Japão. Marielle é gigante. #FlorescerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/f9CvfQTsAc";"MarceloFreixo";2019-03-14 19:39:45
"Ótimo documentário ""As duas tragédias de Marielle Franco"", produzido pelo Globo. Mari, você é maior, é gigante. Ass… https://t.co/amRkya3e50";"MarceloFreixo";2019-03-14 19:16:00
"Em Teresina. Marielle vive! <U+0001F4F8>Léo  Maciel@#FlorescerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/d9JseuXFtw";"MarceloFreixo";2019-03-14 17:08:26
"Em Brasília! <U+0001F4F8> Dani Assis #FlorescerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/I5Z6heiKfq";"MarceloFreixo";2019-03-14 17:05:22
"Marielle é gigante! <U+0001F4F8> Clarice Lissovsky https://t.co/KRDA1jjn39";"MarceloFreixo";2019-03-14 16:18:44
"Ato dos parlamentares do @psol50 em Brasília. <U+0001F4F8> Dani Assis https://t.co/6t3nL9wweu";"MarceloFreixo";2019-03-14 16:15:02
"Em Belo Horizonte. Quem mandou matar Marielle? #FlorescerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/tOFlzDJtfb";"MarceloFreixo";2019-03-14 16:12:52
"Um ano se passou e muitas perguntas seguem sem respostas. Quem mandou matar Marielle? Com qual motivo? Hoje partici… https://t.co/phl4cnuP8O";"MarceloFreixo";2019-03-14 16:09:04
"Não podemos ser leviamos e apontar agora a possibilidade de vínculo entre Bolsonaro e Ronnie Lessa. Mas não podemos… https://t.co/bxzXna5n8H";"MarceloFreixo";2019-03-14 15:42:14
"Um ano de muita dor e saudades. Mari, você não caminhava só. Não cansaremos de perguntar: quem mandou matar Mariell… https://t.co/S2yiOxcwRZ";"MarceloFreixo";2019-03-14 14:50:22
"Em frente à Alerj. @WaldeckCarneiro @MottaTarcisio @MonicaFPsol @serafinipsol @renatasouzario #FlorecerPorMarielle… https://t.co/BtKKvC8621";"MarceloFreixo";2019-03-14 13:57:14
"Homenagem à Marielle em Bangu. #FlorecerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/jn9eudXtjT";"MarceloFreixo";2019-03-14 13:54:06
"Não descansaremos. Não nos calaremos. Quem mandou matar Marielle #QuemMatouMarielle https://t.co/K8Da1vQ87B";"MarceloFreixo";2019-03-14 13:32:03
"Marielle nunca andou só, por isso ela é e sempre será essa potência. Ela sempre será gigante. É isso que os escravo… https://t.co/I8JieMsHTY";"MarceloFreixo";2019-03-14 13:28:19
"Que grupo político no Rio de Janeiro, em pleno século XXI, é capaz de matar como forma de fazer política. Precisamo… https://t.co/0Bcw7gbdz8";"MarceloFreixo";2019-03-14 13:14:31
"Nas escadarias da Câmara Municipal, local onde Marielle trabalhou por um ano e três meses. <U+0001F4F8> Paula Cosenza https://t.co/5dgEYH9EWN";"MarceloFreixo";2019-03-14 13:02:25
"O Estácio amanheceu assim. Com homenagens à Marielle e Anderson e unindo nossas forças neste dia tão difícil. Nossa… https://t.co/KOx0H74pT1";"MarceloFreixo";2019-03-14 12:56:11
"Amanhecendo na Uerj. <U+0001F4F8> Tiago Sol #FlorecerPorMarielle #JustiçaParaMarielleEAnderson https://t.co/eSujWvQYfY";"MarceloFreixo";2019-03-14 12:24:30
"Um ano sem você, Mari. Nossas vozes não vão se calar: quem mandou matar? #JustiçaParaMarielleEAnderson… https://t.co/orI9L6NnSL";"MarceloFreixo";2019-03-14 12:16:27
"Largo do Machado amanheceu colorido e florido por Marielle e Anderson. <U+0001F4F7> Otto Faber #FlorescerPorMarielle https://t.co/FScXVMF5JW";"MarceloFreixo";2019-03-14 12:04:58
"Homenagem à Marielle na Cinelândia. Mais tarde esta praça estará ocupada com por um mar de gente pedindo justiça po… https://t.co/NkYjkkzhZg";"MarceloFreixo";2019-03-14 11:51:20
"Arcos da Lapa amanheceu com um arco-íris e a pergunta: quem mandou matar Marielle? <U+0001F4F8> Clarice Lissovsky https://t.co/IdcmmAmO9P";"MarceloFreixo";2019-03-14 09:58:59
"Saudade absurda!Sim! Fizemos política com alegria, com amor, com risos, com verdade. Fomos além da política. Nos pe… https://t.co/a7F6l9h4tq";"MarceloFreixo";2019-03-14 09:51:30
"O Caso Marielle tem que servir pra alguma coisa além da nossa dor. Precisamos virar a chave da segurança pública em… https://t.co/jqdtSPUui5";"MarceloFreixo";2019-03-14 00:27:39
"14M. Amanhã completa um ano da morte de Marielle e Anderson. Neste dia de tanta dor e saudades, estaremos nas ruas… https://t.co/ERsxdkwire";"MarceloFreixo";2019-03-13 22:56:03
"Minha solidariedade às famílias e amigos das vítimas da Escola Estadual Raul Brasil, em SP. Dois jovens assassinara… https://t.co/p8qzeQCnFL";"MarceloFreixo";2019-03-13 14:14:50
"Estou ao vivo na @cbnrio para falar da prisão dos suspeitos de executarem Marielle e Anderson. Acompanhem: https://t.co/yzpFBuMIWw";"MarceloFreixo";2019-03-13 13:39:04
"Vou falar sobre a prisão dos suspeitos de matarem Marielle e Anderson. O mais importante é saber quem foi mandante… https://t.co/tsStQCKZzN";"MarceloFreixo";2019-03-13 13:23:29
"Daqui a pouco, às 10h35, entrarei ao vivo na rádio @cbnrio. Sintonizem!";"MarceloFreixo";2019-03-13 13:05:44
"Meu artigo p/ @JornalOGlobo. Os poderosos pensaram que Marielle seria apenas mais uma mulher negra morta, mas as re… https://t.co/I7gfDxIVZz";"MarceloFreixo";2019-03-12 23:03:10
"Hj um dep. do PSL do RS interrompeu meu discurso em homenagem a Marielle p/ escarnecer sua memória. Bom saber quem… https://t.co/SB8kLBqSJw";"MarceloFreixo";2019-03-12 21:24:49
"É por Marielle. É pela Democracia. 

Quem mandou matar Marielle Franco? https://t.co/r1aKVtCSDN";"MarceloFreixo";2019-03-12 20:10:03
"Não estamos comemorando a prisão dos suspeitos de executarem Marielle e Anderson. Não confundimos, como outros faze… https://t.co/nmIi9wLXDE";"MarceloFreixo";2019-03-12 20:04:20
"#AOVIVO da Câmara: queremos saber quem mandou matar Marielle Franco! https://t.co/Rpty7OynjZ";"MarceloFreixo";2019-03-12 18:56:57
"#AOVIVO da Câmara: queremos saber quem mandou matar Marielle Franco! https://t.co/3IsmKLLpMQ";"MarceloFreixo";2019-03-12 18:40:05
"O assassino de Marielle não é só quem apertou o gatilho. É quem planejou e contratou a sua morte. Trata-se de um cr… https://t.co/azJMGZ3zJ3";"MarceloFreixo";2019-03-12 16:03:15
"#AOVIVO da Câmara: coletiva sobre a prisão dos suspeitos de executar Marielle Franco e Anderson Gomes.  https://t.co/gMCguDwnvL";"MarceloFreixo";2019-03-12 14:43:31
"Vamos dar coletiva de imprensa às 11h15 no Salão Verde da Câmara dos Deputados sobre a prisão dos suspeitos de exec… https://t.co/qEfPLTNzU9";"MarceloFreixo";2019-03-12 13:26:26
"O assassinato de uma vereadora é um crime político. Por isso é fundamental sabermos qual grupo político é capaz de,… https://t.co/IBPhpMo1NI";"MarceloFreixo";2019-03-12 11:49:56
"As prisões dos executores de Marielle e Anderson são importantes e tardias. É inaceitável que se demore um ano para… https://t.co/ySj06i5dCR";"MarceloFreixo";2019-03-12 11:37:45
"Ótima conversa no Blasfêmea Talk Show com @APellegrino1! A transmissão ainda tá rolando. Acompanhem:… https://t.co/m2ss4e91Zd";"MarceloFreixo";2019-03-12 00:53:34
"Acompanhe o ao vivo do Blasfêmea Talk Show com @APellegrino1! https://t.co/CUUPufFW6s";"MarceloFreixo";2019-03-12 00:28:41
